provider_id,provider_claim_count,provider_avg_claim,provider_total_revenue,provider_rejection_rate,provider_unique_patients,specialty,specialty_avg_claim,provider_vs_specialty_ratio,freq_provider_claim_count,spec_mean_freq,claim_freq_z,spec_mean_claim,spec_std_claim,billing_z,dup_rate,provider_risk_score
859,42,23676.52380952381,994414.0,0.21428571428571427,42,Cardiologist,26009.805059492865,0.9103,42,40.200208550573514,0.04477069931521063,26009.805059492865,17071.01339448855,0.0,0.0,0.0872
860,45,22082.666666666668,993720.0,0.2222222222222222,45,Oncologist,25802.00088163184,0.8559,45,39.92599805258033,0.1270851624231782,25802.00088163184,16860.811939533574,0.0,0.0,0.1317
861,38,25362.894736842107,963790.0,0.18421052631578946,38,Orthopedic,25764.38971239332,0.9844,38,40.343503937007874,0.0,25764.38971239332,16909.670079845368,0.0,0.0,0.0553
862,43,22491.418604651164,967131.0,0.20930232558139536,43,Dermatologist,25674.761146186924,0.876,43,39.923474663909,0.0770605605346319,25674.761146186924,16796.2128266315,0.0,0.0,0.1022
863,50,26460.92,1323046.0,0.2,50,Dermatologist,25674.761146186924,1.0306,50,39.923474663909,0.252396000621665,25674.761146186924,16796.2128266315,0.046805721142480876,0.0,0.2009
864,31,22279.41935483871,690662.0,0.25806451612903225,31,Dermatologist,25674.761146186924,0.8678,31,39.923474663909,0.0,25674.761146186924,16796.2128266315,0.0,0.0,0.0774
865,41,25041.975609756097,1026721.0,0.12195121951219512,41,Orthopedic,25764.38971239332,0.972,41,40.343503937007874,0.016272658518139013,25764.38971239332,16909.670079845368,0.0,0.0,0.0449
866,29,26849.275862068964,778629.0,0.10344827586206896,29,Oncologist,25802.00088163184,1.0406,29,39.92599805258033,0.0,25802.00088163184,16860.811939533574,0.06211296254254375,0.0,0.0466
867,38,21717.526315789473,825266.0,0.07894736842105263,38,Oncologist,25802.00088163184,0.8417,38,39.92599805258033,0.0,25802.00088163184,16860.811939533574,0.0,0.0,0.0237
868,40,28855.42846900774,1154217.1387603097,0.25,40,Orthopedic,25764.38971239332,1.12,40,40.343503937007874,0.0,25764.38971239332,16909.670079845368,0.1827971061539887,0.0,0.1209
869,44,29463.545454545456,1296396.0,0.11363636363636363,44,Orthopedic,25764.38971239332,1.1436,44,40.343503937007874,0.09063407255605162,25764.38971239332,16909.670079845368,0.2187597821060482,0.0,0.1354
870,40,28491.0,1139640.0,0.15,40,General Practitioner,25722.534270358356,1.1076,40,39.62075654704171,0.009571837743885996,25722.534270358356,16968.936701951054,0.1631490398171697,0.0,0.0909
871,44,24396.409090909092,1073442.0,0.20454545454545456,44,General Practitioner,25722.534270358356,0.9484,44,39.62075654704171,0.1105290215182746,25722.534270358356,16968.936701951054,0.0,0.0,0.1179
872,35,24160.68545983405,845623.9910941918,0.2857142857142857,35,Orthopedic,25764.38971239332,0.9378,35,40.343503937007874,0.0,25764.38971239332,16909.670079845368,0.0,0.0,0.0857
873,38,28440.579262807383,1080742.0119866806,0.2894736842105263,38,Dermatologist,25674.761146186924,1.1077,38,39.923474663909,0.0,25674.761146186924,16796.2128266315,0.16466915162179135,0.0,0.1282
874,40,25975.227159996117,1039009.0863998446,0.1,40,Oncologist,25802.00088163184,1.0067,40,39.92599805258033,0.001853477709491712,25802.00088163184,16860.811939533574,0.010273898966758085,0.0,0.0335
875,40,28329.36103405617,1133174.4413622469,0.175,40,Dermatologist,25674.761146186924,1.1034,40,39.923474663909,0.0019168004973320013,25674.761146186924,16796.2128266315,0.1580475262649807,0.0,0.0932
876,31,26315.754486394602,815788.3890782327,0.2903225806451613,31,Cardiologist,26009.805059492865,1.0118,31,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.017922159618275202,0.0,0.0916
877,44,26847.43181818182,1181287.0,0.11363636363636363,44,Cardiologist,26009.805059492865,1.0322,44,40.200208550573514,0.09452168499688733,26009.805059492865,17071.01339448855,0.04906719591464832,0.0,0.0948
878,29,25425.11052673913,737328.2052754348,0.1724137931034483,29,Cardiologist,26009.805059492865,0.9775,29,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.0,0.0,0.0517
879,37,23968.432432432433,886832.0,0.2702702702702703,36,Dermatologist,25674.761146186924,0.9335,37,39.923474663909,0.0,25674.761146186924,16796.2128266315,0.0,0.0,0.0811
880,32,28905.15625,924965.0,0.25,32,General Practitioner,25722.534270358356,1.1237,32,39.62075654704171,0.0,25722.534270358356,16968.936701951054,0.18755576943578986,0.0,0.1221
881,44,21730.508447312764,956142.3716817617,0.13636363636363635,44,Cardiologist,26009.805059492865,0.8355,44,40.200208550573514,0.09452168499688733,26009.805059492865,17071.01339448855,0.0,0.0,0.0893
882,38,26792.0,1018096.0,0.34210526315789475,38,Orthopedic,25764.38971239332,1.0399,38,40.343503937007874,0.0,25764.38971239332,16909.670079845368,0.060770569901981014,0.0,0.1179
883,41,25556.756097560974,1047827.0,0.21951219512195122,41,Oncologist,25802.00088163184,0.9905,41,39.92599805258033,0.026899814652229005,25802.00088163184,16860.811939533574,0.0,0.0,0.0796
884,37,32174.676209489124,1190463.0197510975,0.1891891891891892,37,General Practitioner,25722.534270358356,1.2508,37,39.62075654704171,0.0,25722.534270358356,16968.936701951054,0.3802325421126071,0.0,0.1522
885,35,25457.371428571427,891008.0,0.22857142857142856,35,Cardiologist,26009.805059492865,0.9788,35,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.0,0.0,0.0686
886,36,24885.194444444445,895867.0,0.08333333333333333,36,Oncologist,25802.00088163184,0.9645,36,39.92599805258033,0.0,25802.00088163184,16860.811939533574,0.0,0.0,0.025
887,40,26175.99136562947,1047039.6546251788,0.225,40,Oncologist,25802.00088163184,1.0145,40,39.92599805258033,0.001853477709491712,25802.00088163184,16860.811939533574,0.022181048299384304,0.0,0.074
888,37,21750.324324324323,804762.0,0.2972972972972973,37,General Practitioner,25722.534270358356,0.8456,37,39.62075654704171,0.0,25722.534270358356,16968.936701951054,0.0,0.0,0.0892
889,47,26023.021276595744,1223082.0,0.19148936170212766,47,Dermatologist,25674.761146186924,1.0136,47,39.923474663909,0.1772522405843651,25674.761146186924,16796.2128266315,0.020734443770361786,0.0,0.1533
890,44,22964.772727272728,1010450.0,0.11363636363636363,44,Oncologist,25802.00088163184,0.89,44,39.92599805258033,0.10203882548044088,25802.00088163184,16860.811939533574,0.0,0.0,0.0863
891,36,21531.580342386427,775136.8923259114,0.19444444444444445,36,General Practitioner,25722.534270358356,0.8371,36,39.62075654704171,0.0,25722.534270358356,16968.936701951054,0.0,0.0,0.0583
892,39,24296.410256410258,947560.0,0.20512820512820512,39,Cardiologist,26009.805059492865,0.9341,39,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.0,0.0,0.0615
893,47,26185.946353592688,1230739.4786188563,0.10638297872340426,47,General Practitioner,25722.534270358356,1.018,47,39.62075654704171,0.18624690934906604,25722.534270358356,16968.936701951054,0.02730943555120046,0.0,0.1341
894,42,25526.47619047619,1072112.0,0.14285714285714285,42,Dermatologist,25674.761146186924,0.9942,42,39.923474663909,0.0520126405221986,25674.761146186924,16796.2128266315,0.0,0.0,0.0695
895,39,27883.51282051282,1087457.0,0.23076923076923078,39,Cardiologist,26009.805059492865,1.072,39,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.10975960932845912,0.0,0.0968
896,44,31080.01700212257,1367520.7480933932,0.20454545454545456,44,Dermatologist,25674.761146186924,1.2105,44,39.923474663909,0.1021084805470652,25674.761146186924,16796.2128266315,0.3218139655485467,0.0,0.1944
897,46,30907.067737110385,1421725.1159070777,0.2608695652173913,46,Oncologist,25802.00088163184,1.1979,46,39.92599805258033,0.15213149936591547,25802.00088163184,16860.811939533574,0.302777047379829,0.0,0.2321
898,49,21808.79591836735,1068631.0,0.14285714285714285,49,General Practitioner,25722.534270358356,0.8478,49,39.62075654704171,0.23672550123626035,25722.534270358356,16968.936701951054,0.0,0.0,0.164
899,52,23606.173076923078,1227521.0,0.17307692307692307,52,Orthopedic,25764.38971239332,0.9162,52,40.343503937007874,0.2889311766571519,25764.38971239332,16909.670079845368,0.0,0.0,0.1997
900,28,25630.10714285714,717643.0,0.21428571428571427,28,Dermatologist,25674.761146186924,0.9983,28,39.923474663909,0.0,25674.761146186924,16796.2128266315,0.0,0.0,0.0643
901,51,29099.980392156864,1484099.0,0.17647058823529413,51,General Practitioner,25722.534270358356,1.1313,51,39.62075654704171,0.28720409312345463,25722.534270358356,16968.936701951054,0.19903699218880203,0.0,0.2498
902,37,30125.298141709467,1114636.0312432502,0.1891891891891892,37,Orthopedic,25764.38971239332,1.1693,37,40.343503937007874,0.0,25764.38971239332,16909.670079845368,0.257894353273865,0.0,0.1215
903,46,27770.098690582043,1277424.539766774,0.10869565217391304,46,Orthopedic,25764.38971239332,1.0778,46,40.343503937007874,0.1402083485813267,25764.38971239332,16909.670079845368,0.11861313489370362,0.0,0.1341
904,40,22768.41551910957,910736.6207643828,0.175,40,General Practitioner,25722.534270358356,0.8852,40,39.62075654704171,0.009571837743885996,25722.534270358356,16968.936701951054,0.0,0.0,0.0574
905,49,24756.163265306124,1213052.0,0.22448979591836735,49,Cardiologist,26009.805059492865,0.9518,49,40.200208550573514,0.21889914920107906,26009.805059492865,17071.01339448855,0.0,0.0,0.1793
906,40,23471.275,938851.0,0.275,40,Orthopedic,25764.38971239332,0.911,40,40.343503937007874,0.0,25764.38971239332,16909.670079845368,0.0,0.0,0.0825
907,34,28564.79411764706,971203.0,0.23529411764705882,34,General Practitioner,25722.534270358356,1.1105,34,39.62075654704171,0.0,25722.534270358356,16968.936701951054,0.167497816581631,0.0,0.1126
908,44,25364.590909090908,1116042.0,0.25,44,General Practitioner,25722.534270358356,0.9861,44,39.62075654704171,0.1105290215182746,25722.534270358356,16968.936701951054,0.0,0.0,0.1315
909,37,25305.80318250747,936314.7177527763,0.10810810810810811,37,Cardiologist,26009.805059492865,0.9729,37,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.0,0.0,0.0324
910,44,24945.18181818182,1097588.0,0.18181818181818182,44,General Practitioner,25722.534270358356,0.9698,44,39.62075654704171,0.1105290215182746,25722.534270358356,16968.936701951054,0.0,0.0,0.1111
911,43,22775.767441860466,979358.0,0.20930232558139536,43,Dermatologist,25674.761146186924,0.8871,43,39.923474663909,0.0770605605346319,25674.761146186924,16796.2128266315,0.0,0.0,0.1022
912,35,20325.657142857144,711398.0,0.2,35,Dermatologist,25674.761146186924,0.7917,35,39.923474663909,0.0,25674.761146186924,16796.2128266315,0.0,0.0,0.06
913,43,22956.232558139534,987118.0,0.18604651162790697,43,Cardiologist,26009.805059492865,0.8826,43,40.200208550573514,0.06964619215604897,26009.805059492865,17071.01339448855,0.0,0.0,0.0914
914,39,29955.25362834572,1168254.891505483,0.20512820512820512,39,Oncologist,25802.00088163184,1.161,39,39.92599805258033,0.0,25802.00088163184,16860.811939533574,0.24632578559136528,0.0,0.1234
915,35,26122.742857142857,914296.0,0.2571428571428571,35,General Practitioner,25722.534270358356,1.0156,35,39.62075654704171,0.0,25722.534270358356,16968.936701951054,0.02358477692585691,0.0,0.0831
916,32,25479.46875,815343.0,0.21875,32,Dermatologist,25674.761146186924,0.9924,32,39.923474663909,0.0,25674.761146186924,16796.2128266315,0.0,0.0,0.0656
917,53,27182.775828381393,1440687.118904214,0.16981132075471697,53,Dermatologist,25674.761146186924,1.0587,53,39.923474663909,0.3275397606589649,25674.761146186924,16796.2128266315,0.0897830182172622,0.0,0.2411
918,35,28028.385183422866,980993.4814198003,0.2,35,General Practitioner,25722.534270358356,1.0896,35,39.62075654704171,0.0,25722.534270358356,16968.936701951054,0.13588658815607396,0.0,0.0941
919,46,26041.891304347828,1197927.0,0.17391304347826086,46,General Practitioner,25722.534270358356,1.0124,46,39.62075654704171,0.1610076134054689,25722.534270358356,16968.936701951054,0.018820096957091793,0.0,0.1393
920,36,23865.666666666668,859164.0,0.1111111111111111,36,Orthopedic,25764.38971239332,0.9263,36,40.343503937007874,0.0,25764.38971239332,16909.670079845368,0.0,0.0,0.0333
921,35,27699.685714285715,969489.0,0.2571428571428571,35,Cardiologist,26009.805059492865,1.065,35,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.09899123243254182,0.0,0.102
922,44,25341.81818181818,1115040.0,0.11363636363636363,44,Orthopedic,25764.38971239332,0.9836,44,40.343503937007874,0.09063407255605162,25764.38971239332,16909.670079845368,0.0,0.0,0.0805
923,38,26242.587652200116,997218.3307836044,0.2631578947368421,38,Cardiologist,26009.805059492865,1.0089,38,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.01363613204019901,0.0,0.0824
924,43,26131.543591515197,1123656.3744351536,0.2558139534883721,43,Orthopedic,25764.38971239332,1.0143,43,40.343503937007874,0.06584693454341409,25764.38971239332,16909.670079845368,0.02171265775075576,0.0,0.1159
925,44,26881.507887172545,1182786.347035592,0.20454545454545456,44,Cardiologist,26009.805059492865,1.0335,44,40.200208550573514,0.09452168499688733,26009.805059492865,17071.01339448855,0.05106333218396478,0.0,0.1225
926,44,27296.233370625985,1201034.2683075434,0.22727272727272727,44,General Practitioner,25722.534270358356,1.0612,44,39.62075654704171,0.1105290215182746,25722.534270358356,16968.936701951054,0.09273999472734723,0.0,0.148
927,39,25340.153846153848,988266.0,0.20512820512820512,39,Cardiologist,26009.805059492865,0.9743,39,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.0,0.0,0.0615
928,40,26325.95,1053038.0,0.225,40,Dermatologist,25674.761146186924,1.0254,40,39.923474663909,0.0019168004973320013,25674.761146186924,16796.2128266315,0.03876998109839226,0.0,0.0782
929,39,23201.666666666668,904865.0,0.15384615384615385,39,Oncologist,25802.00088163184,0.8992,39,39.92599805258033,0.0,25802.00088163184,16860.811939533574,0.0,0.0,0.0462
930,32,23451.8125,750458.0,0.21875,32,Dermatologist,25674.761146186924,0.9134,32,39.923474663909,0.0,25674.761146186924,16796.2128266315,0.0,0.0,0.0656
931,38,26466.552631578947,1005729.0,0.21052631578947367,38,Cardiologist,26009.805059492865,1.0176,38,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.026755738603869,0.0,0.0699
932,35,25595.428571428572,895840.0,0.2857142857142857,35,Cardiologist,26009.805059492865,0.9841,35,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.0,0.0,0.0857
933,44,27025.363636363636,1189116.0,0.13636363636363635,44,Cardiologist,26009.805059492865,1.039,44,40.200208550573514,0.09452168499688733,26009.805059492865,17071.01339448855,0.059490233731446136,0.0,0.1042
934,50,28269.4,1413470.0,0.16,50,Oncologist,25802.00088163184,1.0956,50,39.92599805258033,0.25231684713686464,25802.00088163184,16860.811939533574,0.14633928230839502,0.0,0.2138
935,38,27576.706428552094,1047914.8442849795,0.2631578947368421,38,Oncologist,25802.00088163184,1.0688,38,39.92599805258033,0.0,25802.00088163184,16860.811939533574,0.10525623281279226,0.0,0.1054
936,46,25274.82608695652,1162642.0,0.21739130434782608,46,Orthopedic,25764.38971239332,0.981,46,40.343503937007874,0.1402083485813267,25764.38971239332,16909.670079845368,0.0,0.0,0.137
937,42,25599.904761904763,1075196.0,0.21428571428571427,42,Cardiologist,26009.805059492865,0.9842,42,40.200208550573514,0.04477069931521063,26009.805059492865,17071.01339448855,0.0,0.0,0.0872
938,39,23762.358974358973,926732.0,0.10256410256410256,39,Orthopedic,25764.38971239332,0.9223,39,40.343503937007874,0.0,25764.38971239332,16909.670079845368,0.0,0.0,0.0308
939,33,26979.727272727272,890331.0,0.21212121212121213,33,Dermatologist,25674.761146186924,1.0508,33,39.923474663909,0.0,25674.761146186924,16796.2128266315,0.07769406949114378,0.0,0.0831
940,49,24296.04081632653,1190506.0,0.20408163265306123,49,Oncologist,25802.00088163184,0.9416,49,39.92599805258033,0.22727051019412733,25802.00088163184,16860.811939533574,0.0,0.0,0.1775
941,37,28856.243243243243,1067681.0,0.24324324324324326,37,General Practitioner,25722.534270358356,1.1218,37,39.62075654704171,0.0,25722.534270358356,16968.936701951054,0.18467326668291362,0.0,0.1193
942,43,23773.906976744187,1022278.0,0.16279069767441862,43,Oncologist,25802.00088163184,0.9214,43,39.92599805258033,0.07699248853770359,25802.00088163184,16860.811939533574,0.0,0.0,0.0882
943,43,23415.835294931356,1006880.9176820483,0.06976744186046512,43,Orthopedic,25764.38971239332,0.9088,43,40.343503937007874,0.06584693454341409,25764.38971239332,16909.670079845368,0.0,0.0,0.0546
944,38,29009.026315789473,1102343.0,0.15789473684210525,38,General Practitioner,25722.534270358356,1.1278,38,39.62075654704171,0.0,25722.534270358356,16968.936701951054,0.19367695826534867,0.0,0.096
945,37,31585.398292581154,1168659.7368255027,0.16216216216216217,37,General Practitioner,25722.534270358356,1.2279,37,39.62075654704171,0.0,25722.534270358356,16968.936701951054,0.3455056804795965,0.0,0.1354
946,34,19866.79411764706,675471.0,0.17647058823529413,34,General Practitioner,25722.534270358356,0.7723,34,39.62075654704171,0.0,25722.534270358356,16968.936701951054,0.0,0.0,0.0529
947,45,27962.48888888889,1258312.0,0.2,45,Oncologist,25802.00088163184,1.0837,45,39.92599805258033,0.1270851624231782,25802.00088163184,16860.811939533574,0.1281366529088287,0.0,0.1572
948,43,22966.279069767443,987550.0,0.13953488372093023,43,Cardiologist,26009.805059492865,0.883,43,40.200208550573514,0.06964619215604897,26009.805059492865,17071.01339448855,0.0,0.0,0.0775
949,29,26120.51724137931,757495.0,0.27586206896551724,29,General Practitioner,25722.534270358356,1.0155,29,39.62075654704171,0.0,25722.534270358356,16968.936701951054,0.023453618692277682,0.0,0.0886
950,59,28932.12061796146,1706995.1164597261,0.22033898305084745,59,Dermatologist,25674.761146186924,1.1269,59,39.923474663909,0.4778272807335647,25674.761146186924,16796.2128266315,0.19393416274231645,0.0,0.3593
951,38,25975.342105263157,987063.0,0.07894736842105263,38,Dermatologist,25674.761146186924,1.0117,38,39.923474663909,0.0,25674.761146186924,16796.2128266315,0.017895757941316506,0.0,0.0282
952,47,30207.183140355563,1419737.6075967115,0.2765957446808511,47,General Practitioner,25722.534270358356,1.1743,47,39.62075654704171,0.18624690934906604,25722.534270358356,16968.936701951054,0.2642857916655185,0.0,0.2446
953,41,20354.0,834514.0,0.36585365853658536,41,Dermatologist,25674.761146186924,0.7928,41,39.923474663909,0.0269647205097653,25674.761146186924,16796.2128266315,0.0,0.0,0.1236
954,38,28815.75735380489,1094998.7794445858,0.18421052631578946,38,Dermatologist,25674.761146186924,1.1223,38,39.923474663909,0.0,25674.761146186924,16796.2128266315,0.1870062162249879,0.0,0.1022
955,34,23335.941176470587,793422.0,0.20588235294117646,34,Dermatologist,25674.761146186924,0.9089,34,39.923474663909,0.0,25674.761146186924,16796.2128266315,0.0,0.0,0.0618
956,39,28785.202031454777,1122622.8792267363,0.23076923076923078,39,Orthopedic,25764.38971239332,1.1172,39,40.343503937007874,0.0,25764.38971239332,16909.670079845368,0.178644071989433,0.0,0.1141
957,46,26990.739130434784,1241574.0,0.21739130434782608,46,Orthopedic,25764.38971239332,1.0476,46,40.343503937007874,0.1402083485813267,25764.38971239332,16909.670079845368,0.07252355677259187,0.0,0.1552
958,41,23886.70731707317,979355.0,0.12195121951219512,41,Dermatologist,25674.761146186924,0.9304,41,39.923474663909,0.0269647205097653,25674.761146186924,16796.2128266315,0.0,0.0,0.0504
959,30,22317.633333333335,669529.0,0.16666666666666666,30,Cardiologist,26009.805059492865,0.858,30,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.0,0.0,0.05
960,30,23975.7,719271.0,0.06666666666666667,30,Dermatologist,25674.761146186924,0.9338,30,39.923474663909,0.0,25674.761146186924,16796.2128266315,0.0,0.0,0.02
961,46,22792.145429562366,1048438.6897598688,0.17391304347826086,46,Orthopedic,25764.38971239332,0.8846,46,40.343503937007874,0.1402083485813267,25764.38971239332,16909.670079845368,0.0,0.0,0.1239
962,50,23080.34,1154017.0,0.12,50,General Practitioner,25722.534270358356,0.8973,50,39.62075654704171,0.2619647971798575,25722.534270358356,16968.936701951054,0.0,0.0,0.17
963,37,24904.0,921448.0,0.1891891891891892,37,Dermatologist,25674.761146186924,0.97,37,39.923474663909,0.0,25674.761146186924,16796.2128266315,0.0,0.0,0.0568
964,44,29332.954545454544,1290650.0,0.11363636363636363,44,Oncologist,25802.00088163184,1.1368,44,39.92599805258033,0.10203882548044088,25802.00088163184,16860.811939533574,0.20941777160468,0.0,0.1389
965,42,25747.494765280197,1081394.7801417683,0.11904761904761904,42,Orthopedic,25764.38971239332,0.9993,42,40.343503937007874,0.04105979653077655,25764.38971239332,16909.670079845368,0.0,0.0,0.0567
966,39,23578.006868944074,919542.2678888189,0.15384615384615385,39,Orthopedic,25764.38971239332,0.9151,39,40.343503937007874,0.0,25764.38971239332,16909.670079845368,0.0,0.0,0.0462
967,42,23804.77712310163,999800.6391702686,0.19047619047619047,42,Orthopedic,25764.38971239332,0.9239,42,40.343503937007874,0.04105979653077655,25764.38971239332,16909.670079845368,0.0,0.0,0.0781
968,37,21955.81081081081,812365.0,0.1891891891891892,37,General Practitioner,25722.534270358356,0.8536,37,39.62075654704171,0.0,25722.534270358356,16968.936701951054,0.0,0.0,0.0568
969,39,23067.666666666668,899639.0,0.20512820512820512,39,Oncologist,25802.00088163184,0.894,39,39.92599805258033,0.0,25802.00088163184,16860.811939533574,0.0,0.0,0.0615
970,44,25645.113636363636,1128385.0,0.18181818181818182,44,Oncologist,25802.00088163184,0.9939,44,39.92599805258033,0.10203882548044088,25802.00088163184,16860.811939533574,0.0,0.0,0.1068
971,34,22746.882352941175,773394.0,0.23529411764705882,34,Oncologist,25802.00088163184,0.8816,34,39.92599805258033,0.0,25802.00088163184,16860.811939533574,0.0,0.0,0.0706
972,41,27437.846901359087,1124951.7229557226,0.12195121951219512,41,Orthopedic,25764.38971239332,1.065,41,40.343503937007874,0.016272658518139013,25764.38971239332,16909.670079845368,0.09896450853647112,0.0,0.0698
973,51,22777.647058823528,1161660.0,0.17647058823529413,51,Dermatologist,25674.761146186924,0.8872,51,39.923474663909,0.2774439206340983,25674.761146186924,16796.2128266315,0.0,0.0,0.1949
974,29,25135.689655172413,728935.0,0.20689655172413793,29,Dermatologist,25674.761146186924,0.979,29,39.923474663909,0.0,25674.761146186924,16796.2128266315,0.0,0.0,0.0621
975,46,28308.0,1302168.0,0.21739130434782608,46,Oncologist,25802.00088163184,1.0971,46,39.92599805258033,0.15213149936591547,25802.00088163184,16860.811939533574,0.14862861452670253,0.0,0.1804
976,43,25883.39534883721,1112986.0,0.16279069767441862,43,Orthopedic,25764.38971239332,1.0046,43,40.343503937007874,0.06584693454341409,25764.38971239332,16909.670079845368,0.007037726690228715,0.0,0.0843
977,22,24446.81818181818,537830.0,0.13636363636363635,22,Dermatologist,25674.761146186924,0.9522,22,39.923474663909,0.0,25674.761146186924,16796.2128266315,0.0,0.0,0.0409
978,37,25436.562626642328,941152.8171857661,0.16216216216216217,37,Cardiologist,26009.805059492865,0.978,37,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.0,0.0,0.0486
979,44,22576.636363636364,993372.0,0.22727272727272727,44,Dermatologist,25674.761146186924,0.8793,44,39.923474663909,0.1021084805470652,25674.761146186924,16796.2128266315,0.0,0.0,0.1204
980,39,25453.48717948718,992686.0,0.23076923076923078,39,Dermatologist,25674.761146186924,0.9914,39,39.923474663909,0.0,25674.761146186924,16796.2128266315,0.0,0.0,0.0692
981,32,28391.161144074664,908517.1566103892,0.15625,32,Cardiologist,26009.805059492865,1.0916,32,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.13949705442505425,0.0,0.0819
982,41,20363.146341463416,834889.0,0.0975609756097561,41,Dermatologist,25674.761146186924,0.7931,41,39.923474663909,0.0269647205097653,25674.761146186924,16796.2128266315,0.0,0.0,0.0431
983,39,22255.589743589742,867968.0,0.2564102564102564,39,General Practitioner,25722.534270358356,0.8652,39,39.62075654704171,0.0,25722.534270358356,16968.936701951054,0.0,0.0,0.0769
984,31,24639.8064516129,763834.0,0.16129032258064516,31,Orthopedic,25764.38971239332,0.9564,31,40.343503937007874,0.0,25764.38971239332,16909.670079845368,0.0,0.0,0.0484
985,40,24622.846652167013,984913.8660866804,0.275,40,General Practitioner,25722.534270358356,0.9572,40,39.62075654704171,0.009571837743885996,25722.534270358356,16968.936701951054,0.0,0.0,0.0874
986,31,31516.8064516129,977021.0,0.12903225806451613,31,General Practitioner,25722.534270358356,1.2253,31,39.62075654704171,0.0,25722.534270358356,16968.936701951054,0.34146348018307665,0.0,0.1244
987,26,20406.115384615383,530559.0,0.11538461538461539,26,Orthopedic,25764.38971239332,0.792,26,40.343503937007874,0.0,25764.38971239332,16909.670079845368,0.0,0.0,0.0346
988,50,22725.76054763726,1136288.027381863,0.14,50,General Practitioner,25722.534270358356,0.8835,50,39.62075654704171,0.2619647971798575,25722.534270358356,16968.936701951054,0.0,0.0,0.176
989,34,27524.392004223948,935829.3281436142,0.14705882352941177,34,Dermatologist,25674.761146186924,1.072,34,39.923474663909,0.0,25674.761146186924,16796.2128266315,0.11012189933103923,0.0,0.0718
990,38,26183.704469206514,994980.7698298475,0.18421052631578946,38,Oncologist,25802.00088163184,1.0148,38,39.92599805258033,0.0,25802.00088163184,16860.811939533574,0.022638505722235847,0.0,0.0609
991,31,24894.129032258064,771718.0,0.3225806451612903,31,Oncologist,25802.00088163184,0.9648,31,39.92599805258033,0.0,25802.00088163184,16860.811939533574,0.0,0.0,0.0968
992,39,25065.45048091543,977552.5687557019,0.1794871794871795,39,General Practitioner,25722.534270358356,0.9745,39,39.62075654704171,0.0,25722.534270358356,16968.936701951054,0.0,0.0,0.0538
993,35,21818.914285714287,763662.0,0.3142857142857143,35,Oncologist,25802.00088163184,0.8456,35,39.92599805258033,0.0,25802.00088163184,16860.811939533574,0.0,0.0,0.0943
994,34,27373.29411764706,930692.0,0.14705882352941177,34,General Practitioner,25722.534270358356,1.0642,34,39.62075654704171,0.0,25722.534270358356,16968.936701951054,0.09728127791878102,0.0,0.0685
995,42,25428.404761904763,1067993.0,0.3333333333333333,42,Orthopedic,25764.38971239332,0.987,42,40.343503937007874,0.04105979653077655,25764.38971239332,16909.670079845368,0.0,0.0,0.121
996,33,27299.333333333332,900878.0,0.24242424242424243,33,Cardiologist,26009.805059492865,1.0496,33,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.07553905817078191,0.0,0.0917
997,33,22688.575757575756,748723.0,0.2727272727272727,33,General Practitioner,25722.534270358356,0.8821,33,39.62075654704171,0.0,25722.534270358356,16968.936701951054,0.0,0.0,0.0818
998,34,26598.29411764706,904342.0,0.17647058823529413,34,Cardiologist,26009.805059492865,1.0226,34,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.03447300078530729,0.0,0.0616
999,33,22687.090909090908,748674.0,0.18181818181818182,33,Dermatologist,25674.761146186924,0.8836,33,39.923474663909,0.0,25674.761146186924,16796.2128266315,0.0,0.0,0.0545
1000,33,20447.939393939392,674782.0,0.2727272727272727,33,Orthopedic,25764.38971239332,0.7937,33,40.343503937007874,0.0,25764.38971239332,16909.670079845368,0.0,0.0,0.0818
1001,39,27219.159945138683,1061547.2378604086,0.10256410256410256,39,Oncologist,25802.00088163184,1.0549,39,39.92599805258033,0.0,25802.00088163184,16860.811939533574,0.08405046379670644,0.0,0.0519
1002,43,30322.720930232557,1303877.0,0.18604651162790697,43,General Practitioner,25722.534270358356,1.1788,43,39.62075654704171,0.08528972557467744,25722.534270358356,16968.936701951054,0.2710945736125754,0.0,0.1675
1003,41,23630.30700148948,968842.5870610686,0.1951219512195122,41,General Practitioner,25722.534270358356,0.9187,41,39.62075654704171,0.03481113368748315,25722.534270358356,16968.936701951054,0.0,0.0,0.0763
